fir_id,crime_type,location_type,state,time_of_day,weapon_used,entry_method,target_type,suspect_age_group,prior_record,accomplice_count,evidence_recovered,digital_evidence,mo_tags,mo_text,severity_score,recidivism
FIR-02629,vehicle_theft,parking_lot,AP,midnight,improvised_tool,unlocked_door,vehicle,46-60,0,0,1,0,evidence_concealment|planned_operation,Suspect attempted to conceal evidence. evidence of pre-planned operation.,4,0
FIR-02630,burglary,rural_area,WB,night,blunt_object,window_break,government_property,18-25,0,1,0,0,planned_operation|prior_surveillance|escape_vehicle_used|lone_wolf,Evidence of pre-planned operation. suspect conducted prior surveillance of the target. suspect escaped using a vehicle. single offender acted alone.,7,1
FIR-02631,kidnapping,bank_premises,MP,afternoon,chemical,social_engineering,household,36-45,0,0,0,0,evidence_concealment|escape_vehicle_used|repeat_target|physical_restraint,Suspect attempted to conceal evidence. suspect escaped using a vehicle. location or victim was targeted previously. victim was physically restrained.,10,0
FIR-02632,vehicle_theft,marketplace,GJ,morning,none,unlocked_door,vehicle,26-35,0,3,1,0,escape_vehicle_used|local_knowledge|multiple_offenders|repeat_target|opportunistic,Suspect escaped using a vehicle. suspect demonstrated knowledge of the local area. multiple offenders participated. location or victim was targeted previously. crime appears to be opportunistic in nature.,5,1
FIR-02633,vehicle_theft,public_transport,UP,night,none,unlocked_door,household,18-25,1,1,0,0,escape_vehicle_used|prior_surveillance|repeat_target|accomplice_involved|use_of_disguise,Suspect escaped using a vehicle. suspect conducted prior surveillance of the target. location or victim was targeted previously. at least one accomplice was involved in the act. suspect used a disguise to conceal identity.,4,1
FIR-02634,fraud,parking_lot,TS,early_morning,none,impersonation,commercial_establishment,18-25,0,0,0,1,opportunistic|use_of_disguise|local_knowledge|psychological_manipulation|repeat_target,Crime appears to be opportunistic in nature. suspect used a disguise to conceal identity. suspect demonstrated knowledge of the local area. victim was manipulated psychologically. location or victim was targeted previously.,7,0
FIR-02635,drug_offense,educational_institution,MP,early_morning,none,forced_entry,individual,26-35,0,4,1,0,use_of_technology|accomplice_involved|psychological_manipulation|insider_help|multiple_offenders,Digital tools or devices were used. at least one accomplice was involved in the act. victim was manipulated psychologically. insider assistance may have been involved. multiple offenders participated.,6,1
FIR-02636,vandalism,bank_premises,KL,night,none,none,financial_institution,18-25,1,4,0,0,multiple_offenders|use_of_technology|lone_wolf|night_operation|evidence_concealment,Multiple offenders participated. digital tools or devices were used. single offender acted alone. crime was executed during nighttime hours. suspect attempted to conceal evidence.,3,0
FIR-02637,fraud,rural_area,KL,afternoon,firearm,impersonation,digital_asset,18-25,1,0,1,1,accomplice_involved|insider_help|local_knowledge|psychological_manipulation,At least one accomplice was involved in the act. insider assistance may have been involved. suspect demonstrated knowledge of the local area. victim was manipulated psychologically.,8,0
FIR-02638,drug_offense,parking_lot,MH,morning,none,tunneling,public_space,36-45,0,1,0,0,physical_restraint|use_of_disguise|evidence_concealment,Victim was physically restrained. suspect used a disguise to conceal identity. suspect attempted to conceal evidence.,6,0
FIR-02639,drug_offense,residential_area,RJ,night,knife,social_engineering,individual,36-45,1,0,0,0,multiple_offenders|insider_help|psychological_manipulation|escape_vehicle_used|night_operation,Multiple offenders participated. insider assistance may have been involved. victim was manipulated psychologically. suspect escaped using a vehicle. crime was executed during nighttime hours.,5,1
FIR-02640,vandalism,public_transport,GJ,midnight,chemical,none,financial_institution,juvenile,1,1,0,0,use_of_technology|prior_surveillance|psychological_manipulation|planned_operation|use_of_disguise,Digital tools or devices were used. suspect conducted prior surveillance of the target. victim was manipulated psychologically. evidence of pre-planned operation. suspect used a disguise to conceal identity.,2,0
FIR-02641,burglary,commercial_zone,MP,morning,blunt_object,window_break,commercial_establishment,46-60,1,1,1,0,multiple_offenders|local_knowledge,Multiple offenders participated. suspect demonstrated knowledge of the local area.,5,1
FIR-02642,burglary,bank_premises,WB,midnight,blunt_object,social_engineering,multiple,26-35,0,1,0,0,psychological_manipulation|prior_surveillance|lone_wolf|insider_help|use_of_disguise,Victim was manipulated psychologically. suspect conducted prior surveillance of the target. single offender acted alone. insider assistance may have been involved. suspect used a disguise to conceal identity.,7,0
FIR-02643,drug_offense,educational_institution,HR,early_morning,knife,none,individual,60+,0,0,1,0,prior_surveillance|lone_wolf|opportunistic|accomplice_involved,Suspect conducted prior surveillance of the target. single offender acted alone. crime appears to be opportunistic in nature. at least one accomplice was involved in the act.,6,0
FIR-02644,drug_offense,public_transport,PB,midnight,none,none,vehicle,36-45,1,1,1,0,night_operation|escape_vehicle_used|prior_surveillance|insider_help|local_knowledge,Crime was executed during nighttime hours. suspect escaped using a vehicle. suspect conducted prior surveillance of the target. insider assistance may have been involved. suspect demonstrated knowledge of the local area.,6,1
FIR-02645,assault,rural_area,TN,evening,rope,none,household,18-25,0,1,0,0,repeat_target|insider_help,Location or victim was targeted previously. insider assistance may have been involved.,6,1
FIR-02646,murder,rural_area,KA,night,knife,forced_entry,individual,juvenile,1,1,1,0,prior_surveillance|accomplice_involved|planned_operation|use_of_technology|lone_wolf,Suspect conducted prior surveillance of the target. at least one accomplice was involved in the act. evidence of pre-planned operation. digital tools or devices were used. single offender acted alone.,9,1
FIR-02647,burglary,parking_lot,PB,midnight,blunt_object,window_break,commercial_establishment,18-25,0,3,1,0,repeat_target|multiple_offenders|evidence_concealment,Location or victim was targeted previously. multiple offenders participated. suspect attempted to conceal evidence.,6,1
FIR-02648,assault,commercial_zone,RJ,evening,blunt_object,none,individual,36-45,0,1,1,0,planned_operation|prior_surveillance|night_operation,Evidence of pre-planned operation. suspect conducted prior surveillance of the target. crime was executed during nighttime hours.,6,0
FIR-02649,vandalism,public_transport,BR,evening,chemical,none,public_space,36-45,1,0,0,0,repeat_target|use_of_technology,Location or victim was targeted previously. digital tools or devices were used.,3,0
FIR-02650,robbery,commercial_zone,GJ,night,blunt_object,impersonation,individual,26-35,1,0,1,0,local_knowledge|use_of_disguise|use_of_technology|physical_restraint|night_operation,Suspect demonstrated knowledge of the local area. suspect used a disguise to conceal identity. digital tools or devices were used. victim was physically restrained. crime was executed during nighttime hours.,9,1
FIR-02651,burglary,commercial_zone,DL,night,none,forced_entry,household,46-60,1,4,1,0,accomplice_involved|repeat_target|escape_vehicle_used|multiple_offenders|use_of_technology,At least one accomplice was involved in the act. location or victim was targeted previously. suspect escaped using a vehicle. multiple offenders participated. digital tools or devices were used.,7,1
FIR-02652,fraud,bank_premises,GJ,morning,none,impersonation,individual,36-45,0,1,1,1,use_of_disguise|physical_restraint|local_knowledge|evidence_concealment|insider_help,Suspect used a disguise to conceal identity. victim was physically restrained. suspect demonstrated knowledge of the local area. suspect attempted to conceal evidence. insider assistance may have been involved.,6,0
FIR-02653,drug_offense,rural_area,MH,early_morning,none,none,individual,36-45,0,0,0,0,use_of_technology|psychological_manipulation|planned_operation|accomplice_involved,Digital tools or devices were used. victim was manipulated psychologically. evidence of pre-planned operation. at least one accomplice was involved in the act.,4,1
FIR-02654,fraud,residential_area,AP,afternoon,none,impersonation,vehicle,26-35,1,0,1,1,escape_vehicle_used|evidence_concealment|insider_help|planned_operation,Suspect escaped using a vehicle. suspect attempted to conceal evidence. insider assistance may have been involved. evidence of pre-planned operation.,8,1
FIR-02655,vandalism,parking_lot,KL,night,blunt_object,none,commercial_establishment,juvenile,1,1,0,0,use_of_disguise|escape_vehicle_used|local_knowledge,Suspect used a disguise to conceal identity. suspect escaped using a vehicle. suspect demonstrated knowledge of the local area.,4,0
FIR-02656,vandalism,public_transport,DL,night,improvised_tool,none,commercial_establishment,18-25,1,0,0,0,repeat_target|planned_operation,Location or victim was targeted previously. evidence of pre-planned operation.,4,1
FIR-02657,murder,commercial_zone,GJ,evening,none,lock_picking,individual,26-35,0,1,1,0,evidence_concealment|use_of_technology|local_knowledge,Suspect attempted to conceal evidence. digital tools or devices were used. suspect demonstrated knowledge of the local area.,9,0
FIR-02658,vehicle_theft,rural_area,BR,midnight,none,unlocked_door,digital_asset,36-45,0,4,0,0,multiple_offenders|local_knowledge|use_of_technology|prior_surveillance|escape_vehicle_used,Multiple offenders participated. suspect demonstrated knowledge of the local area. digital tools or devices were used. suspect conducted prior surveillance of the target. suspect escaped using a vehicle.,4,0
FIR-02659,burglary,marketplace,PB,midnight,none,roof_access,commercial_establishment,26-35,0,1,1,0,psychological_manipulation|repeat_target,Victim was manipulated psychologically. location or victim was targeted previously.,7,1
FIR-02660,drug_offense,educational_institution,MP,early_morning,knife,none,individual,46-60,0,0,1,0,escape_vehicle_used|psychological_manipulation,Suspect escaped using a vehicle. victim was manipulated psychologically.,6,0
FIR-02661,cybercrime,residential_area,BR,morning,none,roof_access,digital_asset,36-45,1,1,1,1,local_knowledge|planned_operation|lone_wolf,Suspect demonstrated knowledge of the local area. evidence of pre-planned operation. single offender acted alone.,5,1
FIR-02662,fraud,parking_lot,MH,afternoon,none,impersonation,commercial_establishment,46-60,1,0,1,1,use_of_technology|repeat_target|local_knowledge,Digital tools or devices were used. location or victim was targeted previously. suspect demonstrated knowledge of the local area.,6,0
FIR-02663,assault,commercial_zone,RJ,night,none,unlocked_door,individual,26-35,0,1,0,0,local_knowledge|night_operation|escape_vehicle_used,Suspect demonstrated knowledge of the local area. crime was executed during nighttime hours. suspect escaped using a vehicle.,5,1
FIR-02664,vehicle_theft,commercial_zone,BR,midnight,none,lock_picking,vehicle,36-45,1,0,1,0,physical_restraint|insider_help|night_operation|repeat_target|local_knowledge,Victim was physically restrained. insider assistance may have been involved. crime was executed during nighttime hours. location or victim was targeted previously. suspect demonstrated knowledge of the local area.,5,1
